rot 6.28
tra 0.05
temperature 0.5
total steps 12000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
201,-0.698295,1.3561,0,19.2642,-9.39928e-06,31.4375,2.31769,-0.238581,0,-0.698295
202,-2.18064e-06,3.01352,0,96.3704,-8.42549e-07,45.776,0.128438,0,0,-2.18064e-06
203,-1.55976e-05,2.79011,0,69.9007,-1.04974e-06,45.776,0.128438,0,0,-1.55976e-05
204,-2.68121e-05,2.61736,0,63.3465,-1.32248e-06,45.776,0.128438,0,0,-2.68121e-05
205,-1.0672e-05,2.79029,0,72.4342,-1.12088e-06,45.776,0.128438,0,0,-1.0672e-05
206,-2.14259e-05,2.67463,0,64.3452,-1.25662e-06,45.776,0.128438,0,0,-2.14259e-05
207,-1.21752e-05,2.70773,0,71.6368,-1.17947e-06,45.776,0.128438,0,0,-1.21752e-05
208,-0.00399109,1.35164,0,15.8065,-3.96605e-06,45.776,0.128438,0,0,-0.00399109
209,-0.000531964,1.84705,0,28.2944,-2.73424e-06,45.776,0.128438,0,0,-0.000531964
210,-1.30232e-05,2.56812,0,60.8468,-1.26992e-06,45.776,0.128438,0,0,-1.30232e-05
211,-1.46605e-06,3.18012,0,109.326,-7.11837e-07,45.776,0.128438,0,0,-1.46605e-06
212,-3.02611e-07,3.35428,0,129.128,-6.1585e-07,45.776,0.128438,0,0,-3.02611e-07
213,-2.9287e-08,3.75401,0,190.859,-4.03164e-07,45.776,0.128438,0,0,-2.9287e-08
214,-5.36951e-05,2.48658,0,50.8275,-1.46763e-06,45.776,0.128438,0,0,-5.36951e-05
215,-9.39008e-08,3.56601,0,157.47,-4.91136e-07,45.776,0.128438,0,0,-9.39008e-08
216,-4.79712e-07,3.30046,0,119.696,-6.4667e-07,45.776,0.128438,0,0,-4.79712e-07
217,-6.41516e-05,2.58398,0,63.6238,-1.25013e-06,45.776,0.128438,0,0,-6.41516e-05
218,-4.05253e-06,2.83076,0,77.7557,-1.05708e-06,45.776,0.128438,0,0,-4.05253e-06
219,-8.03557e-05,2.5501,0,54.6231,-1.3389e-06,45.776,0.128438,0,0,-8.03557e-05
220,-9.7736e-07,3.20138,0,108.013,-7.09488e-07,45.776,0.128438,0,0,-9.7736e-07
221,-3.0555e-06,3.01728,0,88.8787,-8.51277e-07,45.776,0.128438,0,0,-3.0555e-06
222,-3.6554e-05,2.44354,0,54.7539,-1.57966e-06,45.776,0.128438,0,0,-3.6554e-05
223,-0.0415421,1.82352,0,31.8902,-2.5238e-06,44.4997,0.128438,-4.88641e-09,0,-0.0415421
224,-0.0223807,1.93298,0,26.9538,-2.59056e-06,45.088,0.128438,-4.35216e-14,0,-0.0223807
