rot 6.28
tra 0.1
temperature 0.5
total steps 8000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
174,-1.28303e-06,3.10227,0,103.085,-7.91835e-07,45.776,0.128438,0,0,-1.28303e-06
175,-2.93946e-05,2.58757,0,64.9895,-1.25172e-06,45.776,0.128438,0,0,-2.93946e-05
176,-0.000199689,2.42729,0,47.2613,-1.6052e-06,45.776,0.128438,0,0,-0.000199689
177,-7.31897e-07,3.20604,0,112.393,-7.15808e-07,45.776,0.128438,0,0,-7.31897e-07
178,-0.000119956,2.30779,0,47.6323,-1.69198e-06,45.776,0.128438,0,0,-0.000119956
179,-0.000282964,2.42995,0,50.2518,-1.72278e-06,45.776,0.128438,0,0,-0.000282964
180,-7.59948e-07,3.22777,0,115.045,-6.89802e-07,45.776,0.128438,0,0,-7.59948e-07
181,-5.24222e-08,3.65817,0,176.428,-4.47156e-07,45.776,0.128438,0,0,-5.24222e-08
182,-4.71626e-07,3.29504,0,122.474,-6.41207e-07,45.776,0.128438,0,0,-4.71626e-07
183,-8.68088e-07,3.17001,0,110.621,-7.19401e-07,45.776,0.128438,0,0,-8.68088e-07
184,-0.000116688,2.30601,0,49.5525,-1.80749e-06,45.776,0.128438,0,0,-0.000116688
185,-1.9211,0.536415,2.12103e-07,8.50474,-1.31951e-05,35.5653,2.0835,-0.486325,0.69005,-1.9211
186,-0.0001503,2.35749,0,52.2325,-1.53459e-06,45.776,0.128438,0,0,-0.0001503
187,-1.32293e-05,2.76031,0,70.1355,-1.13248e-06,45.776,0.128438,0,0,-1.32293e-05
188,-6.14359e-05,2.49605,0,55.8539,-1.53309e-06,45.776,0.128438,0,0,-6.14359e-05
189,-0.000477783,2.13682,0,38.6697,-2.224e-06,45.776,0.128438,0,0,-0.000477783
190,-0.000127511,2.38767,0,50.3187,-1.75734e-06,45.776,0.128438,0,0,-0.000127511
191,-0.000134485,2.40757,0,49.5375,-1.71775e-06,45.776,0.128438,0,0,-0.000134485
192,-1.04421e-05,2.74404,0,73.4182,-1.14072e-06,45.776,0.128438,0,0,-1.04421e-05
193,-4.43286e-05,2.54006,0,57.7207,-1.46614e-06,45.776,0.128438,0,0,-4.43286e-05
194,-3.77986e-05,2.52418,0,61.2593,-1.36847e-06,45.776,0.128438,0,0,-3.77986e-05
195,-0.000836642,2.05445,0,34.1148,-2.42713e-06,45.776,0.128438,0,0,-0.000836642
196,-3.81337e-05,2.54671,0,62.1452,-1.33473e-06,45.776,0.128438,0,0,-3.81337e-05
197,-1.32422e-05,2.72394,0,72.2824,-1.13662e-06,45.776,0.128438,0,0,-1.32422e-05
198,-0.0273946,1.7894,0,25.9288,-4.23291e-06,44.4133,0.128438,-1.20582e-10,0,-0.0273946
199,-2.59803e-05,2.62782,0,63.5486,-1.30743e-06,45.776,0.128438,0,0,-2.59803e-05
200,-9.43291e-05,2.51734,0,52.4311,-1.45584e-06,45.776,0.128438,0,0,-9.43291e-05
201,-0.000470079,2.22533,0,40.8964,-2.10236e-06,45.776,0.128438,0,0,-0.000470079
202,-0.000145632,2.37452,0,49.5991,-1.72469e-06,45.776,0.128438,0,0,-0.000145632
203,-9.90063e-06,2.79305,0,73.6532,-1.10799e-06,45.776,0.128438,0,0,-9.90063e-06
204,-1.40722e-05,2.71986,0,71.3155,-1.12148e-06,45.776,0.128438,0,0,-1.40722e-05
205,-0.000641405,2.17967,0,40.4611,-2.19676e-06,45.776,0.128438,0,0,-0.000641405
206,-2.02368e-05,2.64745,0,64.9866,-1.28359e-06,45.776,0.128438,0,0,-2.02368e-05
207,-7.82852e-05,2.43377,0,53.9144,-1.63853e-06,45.776,0.128438,0,0,-7.82852e-05
208,-0.334638,1.51574,0,16.7524,-4.6331e-06,40.2787,0.128012,-0.00411705,0,-0.334638
209,-5.03643e-05,2.51285,0,56.2264,-1.46881e-06,45.776,0.128438,0,0,-5.03643e-05
